date,time,Air_Temp,Barometric_Press,Dew_Point,Relative_Humidity,Wind_Dir,Wind_Gust,Wind_Speed
2013_01_02,20:29:37,29.3,28.4,23.1,77.4,19.8,7,5.4
2013_01_02,20:35:45,29.2,28.4,22.8,76.6,40.6,8,5.4
2013_01_02,20:41:54,29.1,28.4,22.6,76.4,109.8,8,4.8
2013_01_02,20:48:02,29.1,28.4,23,77.6,38.8,8,0
2013_01_02,20:56:10,29,28.4,22.8,77.2,12.6,8,0
2013_01_02,21:02:19,29,28.4,22.8,77.6,43.2,8,0
2013_01_02,21:08:27,28.8,28.4,22.6,77.2,17.8,1,0
2013_01_02,21:14:36,28.8,28.4,22.7,77.6,39.6,1,0
2013_01_02,21:20:44,28.7,28.4,22.6,77.6,38.8,3,0
2013_01_02,21:26:53,28.8,28.4,22.7,77.6,204.2,3,0
2013_01_02,21:33:01,29,28.4,23.1,78.6,65,3,0
2013_01_02,21:40:09,28.9,28.4,23.1,78.8,81,1,0
2013_01_02,21:46:18,28.8,28.4,23,78.8,12.4,1,0.2
2013_01_02,21:52:26,28.6,28.4,22.7,78.2,19,1,0
2013_01_02,21:58:35,28.4,28.4,22.4,78.2,15.8,1,0
2013_01_02,22:04:43,28.4,28.4,22.7,79,18.8,1,0
2013_01_02,22:10:52,28.4,28.4,22.5,78.6,16.6,1,0
2013_01_02,22:17:00,28.2,28.4,22.4,78.6,40.8,1,0
2013_01_02,22:23:08,28.5,28.4,23.1,80,109.4,1,0
2013_01_02,22:29:17,28.4,28.4,23,80.2,149.8,1,0
2013_01_02,22:41:33,28.3,28.4,23,80.2,90.8,1,0
2013_01_02,22:47:42,28.3,28.4,23.4,81.6,144.6,1,0
2013_01_02,22:53:50,28.2,28.4,22.9,80.4,202.6,1,0
2013_01_02,22:59:58,28.3,28.4,23.3,81.6,151.2,1,0
2013_01_02,23:06:07,28.2,28.4,23.1,81.2,108.2,1,0
2013_01_02,23:12:19,28.1,28.4,23.1,81.2,136,5,0.6
2013_01_02,23:18:27,28.3,28.4,23.4,81.8,40.4,5,0
2013_01_02,23:24:35,28.1,28.4,22.9,80.6,94,5,0
2013_01_02,23:30:44,28,28.4,22.9,81,19,5,1.2
2013_01_02,23:36:52,27.9,28.4,22.7,80.6,157,4,0.4
2013_01_02,23:43:01,28.1,28.4,23.1,81.4,66.2,4,0
2013_01_02,23:51:09,28.2,28.4,23.4,82,31.6,4,0
2013_01_02,23:57:18,28,28.4,23.3,82.4,34.8,4,0
2013_01_03,0:03:27,27.9,28.4,22.8,81,16.4,5,0.6
2013_01_03,0:09:40,28,28.4,22.9,80.8,117,5,0
2013_01_03,0:15:48,27.9,28.4,22.5,80.2,117.2,5,0
2013_01_03,0:21:57,28,28.4,22.8,80.8,80.6,5,0
2013_01_03,0:28:05,28,28.4,22.8,80.6,67,5,0.2
2013_01_03,2:03:09,27.1,28.4,22,80.8,14,1,0
2013_01_03,2:09:17,27.1,28.4,22.4,82.4,14.2,1,0
2013_01_03,2:15:25,27.3,28.4,22.5,82.2,20.8,1,0
2013_01_03,2:21:33,27.2,28.4,22.4,82,20,1,0.4
2013_01_03,2:27:41,27.3,28.4,22.3,81.2,17,2,0
2013_01_03,2:33:50,27.4,28.4,22.2,80.4,39.8,2,0
2013_01_03,2:46:07,27.3,28.4,21.7,78.8,153.2,4,0.6
2013_01_03,2:52:15,27.2,28.3,21.7,79.4,68.2,8,2.6
2013_01_03,2:58:23,27.2,28.3,22.3,81.4,117,9,7.6
2013_01_03,3:29:04,27.2,28.3,22.4,81.8,44.4,4,0.6
2013_01_03,3:35:13,27.1,28.3,21.9,80.4,16,3,0
2013_01_03,3:41:21,27,28.3,21.9,80.8,18.6,5,0.8
2013_01_03,3:47:29,27,28.3,21.8,80.6,21,5,1
2013_01_03,3:53:37,27,28.3,21.9,80.8,13.8,5,0
2013_01_03,3:59:46,26.9,28.3,21.8,80.8,16.2,5,0
2013_01_03,4:10:03,27,28.3,22.1,81.6,82.8,1,0
2013_01_03,4:17:11,27,28.3,21.9,80.8,188.2,1,0
2013_01_03,4:23:19,26.9,28.3,22.1,82,144,1,0
2013_01_03,4:29:28,26.7,28.3,21.8,81.4,142.4,1,0
2013_01_03,4:47:52,26.7,28.3,22,82,161.8,1,0.2
2013_01_03,4:54:00,26.7,28.3,21.9,81.8,186.4,1,0
2013_01_03,5:02:09,26.6,28.3,22,82.2,160.4,1,0
2013_01_03,5:14:26,26.2,28.3,21,80.2,87.8,4,0.6
2013_01_03,5:20:34,26.5,28.3,21.8,82,160.6,4,0.2
2013_01_03,5:26:42,26.5,28.3,21.4,80.8,110.4,4,0
2013_01_03,5:32:50,26.2,28.3,21.5,81.8,141,4,0
2013_01_03,5:38:58,26.2,28.3,21.6,82.2,119,1,0
2013_01_03,5:45:06,26.4,28.3,21.8,82.4,113.6,2,0
2013_01_03,5:51:16,26.3,28.3,21.3,81,138,2,0
2013_01_03,5:57:24,26.1,28.3,21,80.8,110.2,3,0.2
2013_01_03,6:03:32,26.4,28.3,21.8,82.6,92.4,3,0
2013_01_03,6:34:13,26.2,28.3,21.4,82,11.2,1,0
2013_01_03,6:40:21,26.3,28.3,21.4,81.4,64.2,1,0
2013_01_03,6:46:29,26.2,28.3,21.6,82.4,87,1,0
2013_01_03,6:52:37,26.3,28.3,22.3,84.4,63.6,1,0
2013_01_03,6:58:45,26.2,28.3,21.7,82.8,134,1,0
2013_01_03,7:24:18,26,28.3,21.7,83.6,91.6,1,0
2013_01_03,7:30:27,26.2,28.3,21.9,83.4,105.8,1,0
2013_01_03,8:15:25,26.1,28.3,21.9,84,180,1,0.2
2013_01_03,8:21:33,26.1,28.3,21.8,83.4,142.2,1,0
2013_01_03,8:27:42,25.5,28.3,20.9,82.4,132.8,1,0
2013_01_03,8:33:50,25.3,28.3,20.9,82.8,134.6,1,0
2013_01_03,9:22:57,25.3,28.3,20.8,82.8,114.4,9,1.8
2013_01_03,9:29:06,25.7,28.3,21.6,84.4,108.2,12,5.6
2013_01_03,9:35:14,25.7,28.3,21.3,83.2,10.8,8,2.6
2013_01_03,9:41:22,25.8,28.3,21.4,83.2,145.4,12,8.6
2013_01_03,9:47:31,25.7,28.3,21.1,82.4,65,13,7.4
2013_01_03,9:53:40,26,28.3,21.7,83.6,144,14,9.6
2013_01_03,9:59:48,25.8,28.3,21.2,82.4,230.4,14,9.8
2013_01_03,10:05:56,25.3,28.3,20.5,81.4,139,9,7.8
2013_01_03,10:12:04,25.2,28.3,20.7,82.6,106.6,9,6.2
2013_01_03,10:18:13,25.5,28.3,21.1,83,139.4,9,5.2
2013_01_03,10:24:22,25.8,28.3,21.5,83.2,64.6,9,0
2013_01_03,10:30:30,25.9,28.3,20.7,80.2,90.2,9,0
2013_01_03,10:36:38,25.9,28.3,20.9,81,40.4,1,0
2013_01_03,10:42:46,26.1,28.3,21.3,81.6,63,9,4.2
2013_01_03,10:48:55,25.8,28.3,20.3,79.4,135,9,2.6
2013_01_03,10:55:03,25.7,28.3,20.1,79,62.6,9,0
2013_01_03,11:02:11,25.9,28.3,21,81.2,182.8,9,0
2013_01_03,11:32:53,26.2,28.3,20.8,79.6,64.8,1,0
2013_01_03,11:39:02,26.3,28.3,21,80.2,138.4,1,0
2013_01_03,11:47:10,26.4,28.3,21,79.8,180.6,1,0
2013_01_03,11:53:19,26.7,28.3,21.4,80,129,1,0
2013_01_03,11:59:27,26.6,28.3,21.2,79.6,89.2,1,0
2013_01_03,12:05:35,26.6,28.3,21.2,79.8,17,2,0
2013_01_03,12:11:43,26.6,28.3,21.4,80.4,90,2,0
2013_01_03,12:17:51,26.8,28.3,21.9,81.2,65,2,0
2013_01_03,12:24:00,26.9,28.3,21.9,81.2,137.2,2,0
2013_01_03,12:31:08,26.7,28.3,21,78.6,38.4,2,0
2013_01_03,12:49:33,27.5,28.3,21.2,76.8,146,9,5.8
2013_01_03,12:55:41,27.5,28.3,21.1,76.6,143.6,9,3
2013_01_03,13:01:50,27.6,28.3,21.6,78,135.2,9,0
2013_01_03,13:44:48,28.3,28.3,22.2,77.6,15.2,1,0
2013_01_03,13:50:56,28.4,28.3,22.1,77.2,153,7,1.8
2013_01_03,13:57:04,28.4,28.3,22.3,77.4,14,7,4.2
2013_01_03,14:03:13,28.4,28.3,21.6,75.6,116.6,7,0
2013_01_03,14:21:37,28.6,28.3,22,75.8,13.2,3,0.6
2013_01_03,14:27:46,28.7,28.3,22,75.6,119,3,0
2013_01_03,14:33:54,28.8,28.3,22.4,76.8,134.8,3,0
2013_01_03,15:04:36,29.2,28.3,22.5,75.6,117.2,1,0
2013_01_03,15:10:45,29.2,28.3,22.5,75.8,14.2,1,0
2013_01_03,15:16:53,29.3,28.3,22.5,75.4,90.4,1,0
2013_01_03,15:23:01,29.6,28.3,22.8,75.4,134.6,1,0
2013_01_03,15:31:10,29.7,28.2,22.9,75.4,205.4,1,0
2013_01_03,16:08:00,29.8,28.2,22.9,75,43.4,1,0
2013_01_03,16:14:08,29.7,28.2,22.6,74.6,118.6,1,0
2013_01_03,16:20:16,29.8,28.2,23.1,75.6,11,1,0
2013_01_03,16:26:24,29.9,28.2,22.8,74.8,107.4,1,0
2013_01_03,16:32:33,29.9,28.2,23.1,75.4,113.2,6,2.4
2013_01_03,16:38:41,30.1,28.2,23.6,76.4,188,6,0
2013_01_03,16:44:50,29.9,28.2,22.9,74.8,142.4,6,0
2013_01_03,16:50:58,30,28.2,23.2,75.4,137.2,6,0
2013_01_03,16:57:06,29.8,28.2,22.5,74,152,6,0
2013_01_03,17:10:02,29.9,28.2,23.2,75.6,83.6,1,0
2013_01_03,17:17:11,29.8,28.2,23.3,76.4,143.8,1,0
2013_01_03,17:23:19,29.6,28.2,23.1,76.4,141.6,1,0
2013_01_03,17:29:28,29.6,28.2,23,76,143.4,1,0
2013_01_03,17:41:45,29.4,28.2,23,76.6,108.2,1,0
2013_01_03,17:47:53,29.4,28.2,22.8,76,82,1,0
2013_01_03,17:54:02,29.4,28.2,22.6,75.2,38.2,1,0
2013_01_03,18:02:10,29.6,28.2,22.7,75.2,139.8,1,0
2013_01_03,18:32:52,29.3,28.2,23.1,77.2,18.2,1,0
2013_01_03,18:39:01,29.3,28.2,22.9,76.8,14.8,5,3.2
2013_01_03,18:47:09,29.2,28.2,22.7,76.4,10.6,5,0
2013_01_03,18:53:17,29.2,28.2,22.9,77,12.8,5,0
2013_01_03,18:59:26,29.1,28.2,22.4,75.4,64.2,5,0
2013_01_03,20:21:17,29.2,28.2,23.3,78.2,108.4,6,3
2013_01_03,20:27:25,29.1,28.2,23,77.4,11.2,6,0
2013_01_03,20:33:33,29.1,28.2,22.9,77.6,108.8,6,0
2013_01_03,20:39:42,29.2,28.2,23.3,78.6,155.8,2,0
2013_01_03,20:45:50,29.1,28.2,24.1,81.4,36.4,2,0
2013_01_03,20:51:58,28.9,28.2,23.9,81.2,50,2,0
2013_01_03,20:58:07,28.7,28.2,23.8,81.8,53.8,2,0
2013_01_03,21:41:06,28.9,28.2,24.1,81.8,13.6,1,0
2013_01_03,21:47:15,28.6,28.2,23.6,81.4,19.4,1,0
2013_01_03,21:53:23,28.5,28.2,23.8,82.4,19,1,0
2013_01_03,21:59:31,28.4,28.2,23.6,82,16.2,2,0
2013_01_03,22:11:48,28.4,28.3,23.6,82,37.4,6,1
2013_01_03,22:17:57,28.3,28.3,23.5,82,41.8,6,0.6
2013_01_03,22:24:05,28.4,28.3,23.5,81.8,66.2,6,0
2013_01_03,22:30:13,28.3,28.3,23.3,81.4,149.6,6,0
2013_01_03,22:42:30,28.5,28.3,24,83,15.6,4,0.8
2013_01_03,22:48:39,28.4,28.3,23.7,82.4,18.2,4,0
2013_01_03,22:54:47,28.3,28.3,23.6,82.4,22,4,0
2013_01_03,23:00:55,28.3,28.3,24,83.6,40,4,0
2013_01_04,18:11:28,32.6,28.3,27.9,82.8,47.6,1,0
2013_01_04,18:17:37,32.6,28.3,27.9,82.8,55,1,0
2013_01_04,18:23:45,32.7,28.3,28.1,83.2,41,1,0
2013_01_04,18:29:53,32.6,28.3,27.7,82,45,1,0
2013_01_05,1:03:05,33.7,28.3,30.2,86.8,14.4,2,0
2013_01_05,1:09:17,33.6,28.3,30,86.2,19,2,0
2013_01_05,1:15:25,33.6,28.3,30,86.4,106.8,2,0
2013_01_05,1:21:33,33.7,28.3,30.2,87,147.6,2,0
2013_01_05,1:27:42,33.6,28.3,30.2,87,21.6,8,1
2013_01_05,1:33:50,33.5,28.3,30.2,87.4,49.2,8,0
2013_01_05,2:10:40,33.3,28.3,30.2,88.2,12,12,7
2013_01_05,2:16:48,33.2,28.3,30,87.6,38.2,12,7.8
2013_01_05,2:22:56,33.1,28.3,29.9,87.6,65,12,8.2
2013_01_05,2:29:05,33.1,28.3,29.9,88.2,275.2,13,11.6
2013_01_05,2:35:13,33,28.3,29.6,87.4,177.2,13,8.8
2013_01_05,2:41:22,32.9,28.3,29.7,88,205.2,13,8.2
2013_01_05,2:47:30,33,28.3,29.8,88,162.6,13,11
2013_01_05,2:53:39,33,28.3,29.7,87.6,134.6,13,8.4
2013_01_05,2:59:47,32.9,28.3,29.6,87.6,146.6,13,8.2
2013_01_05,3:05:55,32.9,28.3,29.5,87.2,106.8,9,7.2
2013_01_05,3:12:04,32.8,28.3,29.6,87.6,107.2,13,8.6
2013_01_05,3:18:12,32.9,28.3,29.6,87.2,119.4,13,8.6
2013_01_05,3:24:20,32.9,28.3,29.5,87,247.6,13,9
2013_01_05,3:30:29,33,28.3,29.5,86.8,162,13,8.2
2013_01_05,3:36:37,33.1,28.3,29.7,87,79.6,12,7.8
2013_01_05,3:42:45,33.2,28.3,29.7,86.8,94.6,12,7.8
2013_01_05,3:48:54,33.2,28.3,29.9,87.2,150.4,12,7.6
2013_01_05,3:55:02,33.2,28.3,29.6,86.6,38.6,12,7
2013_01_05,4:10:03,33.4,28.3,30,87.2,11.6,14,9.8
2013_01_05,4:16:15,33.2,28.3,29.7,86.6,149.4,14,8.4
2013_01_05,4:22:23,33.1,28.3,29.7,87.2,108,14,10.4
2013_01_05,4:28:31,33,28.3,29.3,86,151.2,14,11.2
2013_01_05,4:34:40,33.1,28.3,29.7,87,80.6,14,11.2
2013_01_05,4:40:48,33.2,28.3,29.8,87,13.6,14,8
2013_01_05,4:46:56,33.1,28.3,29.3,85.8,83.8,14,8.8
2013_01_05,4:53:05,33,28.3,29.3,86.2,80,14,7.4
2013_01_05,4:59:14,33.2,28.3,29.6,86.2,16.6,14,7
2013_01_05,5:05:23,33.2,28.3,29.7,86.8,80.6,9,7.6
2013_01_05,5:11:31,33.4,28.3,29.9,87,81,12,8.6
2013_01_05,5:17:41,33.2,28.3,29.8,87,10.8,12,8
2013_01_05,5:23:50,33.2,28.3,29.9,87.4,13,12,8
2013_01_05,5:29:59,33.1,28.3,29.6,87,38.8,12,8.6
2013_01_05,5:36:09,33,28.3,29.7,87.4,80.2,13,8.8
2013_01_05,5:42:17,32.9,28.3,29.2,86.2,82.2,13,7.8
2013_01_05,5:48:26,33,28.3,29.4,86.6,12.6,13,9.2
2013_01_05,5:54:35,33.2,28.3,29.7,87,11,13,7.8
2013_01_05,6:00:43,33.1,28.3,29.8,87.4,11.2,13,8.6
2013_01_05,6:06:52,33.2,28.3,29.8,87.4,275.2,13,9.8
2013_01_05,6:13:01,33,28.3,29.9,88,108.8,14,7.8
2013_01_05,6:19:09,33,28.3,29.7,87.2,107.4,14,8.8
2013_01_05,6:25:19,33,28.3,29.5,86.8,38.6,14,11
2013_01_05,6:31:27,32.9,28.3,29.5,86.8,9.8,14,11.4
2013_01_05,6:37:36,33,28.3,29.6,87.2,10,14,11.6
2013_01_05,6:43:47,33,28.3,29.6,87,12.4,14,9.2
2013_01_05,6:49:55,33,28.3,29.4,86.2,13,15,12.2
2013_01_05,6:56:04,33.3,28.3,30.1,88,11.8,15,12.2
2013_01_05,7:02:13,33.1,28.3,29.4,86,12.2,15,12.4
2013_01_05,7:08:21,33.1,28.3,29.5,86.2,13,15,12.2
2013_01_05,7:14:30,32.9,28.3,29.2,86,13,15,13
2013_01_05,7:20:39,33,28.3,29.3,86,12,16,13.2
2013_01_05,7:26:48,33.1,28.3,29.6,86.6,13.2,16,12.6
2013_01_05,7:33:00,33.1,28.3,29.5,86.2,12.2,16,12.8
2013_01_05,7:40:08,33.2,28.3,29.3,85.6,15.2,16,13.2
2013_01_05,7:46:17,33,28.3,29.1,85.4,14.2,16,13.2
2013_01_05,7:52:25,32.9,28.3,29.2,85.8,12,16,12.4
2013_01_05,7:58:35,33.2,28.3,29.3,85.4,13.2,16,12.2
2013_01_05,8:04:44,33.1,28.3,29.4,86.2,14.4,16,13.6
2013_01_05,8:10:53,32.9,28.3,28.9,85.2,13.4,17,14.8
2013_01_05,8:17:01,32.8,28.2,29.1,86.2,82.6,18,14.4
2013_01_05,8:23:12,32.8,28.3,28.9,85.2,12.2,18,14.6
2013_01_05,8:29:21,32.9,28.3,29.2,86,38.2,18,13.8
2013_01_05,8:35:29,32.7,28.3,29,86,12.2,16,13
2013_01_05,8:41:38,32.6,28.2,28.9,85.8,82.4,17,13.8
2013_01_05,8:47:46,32.7,28.3,28.8,85.4,9.4,17,12.6
2013_01_05,8:53:55,32.7,28.2,29,86,13.4,17,14
2013_01_05,9:00:04,32.7,28.3,28.7,85,15.2,17,13.6
2013_01_05,9:06:14,32.4,28.3,28.2,84.4,13.4,15,13.6
2013_01_05,9:12:22,32.3,28.3,28.2,84.6,12.8,16,13.8
2013_01_05,9:18:31,32.4,28.3,28.3,84.8,11.6,16,11.8
2013_01_05,9:24:39,32.5,28.3,28.5,85,13.8,16,9
2013_01_05,9:30:51,32.5,28.3,28.3,84.4,13.4,16,12.4
2013_01_05,9:36:59,32.6,28.3,28.6,85,13,14,12
2013_01_05,9:44:08,32.6,28.3,28.8,85.6,10.4,14,8.6
2013_01_05,9:50:16,32.7,28.3,28.5,84.2,14.2,15,11.6
2013_01_05,9:56:25,32.8,28.3,28.9,85.2,15.2,15,9
2013_01_05,10:02:33,32.8,28.2,29.1,86,12.2,15,11.6
2013_01_05,10:08:42,32.7,28.2,28.6,84.6,13.4,14,12.2
2013_01_05,10:14:50,32.6,28.2,28.6,84.8,11.4,15,10.8
2013_01_05,10:20:59,32.7,28.2,28.7,85,13.4,15,12.6
2013_01_05,10:29:08,32.8,28.2,29,85.8,13.8,15,10
2013_01_05,10:35:17,32.8,28.2,28.7,84.8,10.6,15,10.4
2013_01_05,10:41:25,32.9,28.2,28.8,84.6,14.4,15,12.6
2013_01_05,10:47:36,32.6,28.2,28.3,83.8,10.2,15,12
2013_01_05,10:53:45,32.8,28.2,28.8,84.8,11.8,15,10.8
2013_01_05,10:59:54,32.8,28.2,28.5,84,39.8,15,8.2
2013_01_05,11:06:02,33,28.2,28.9,84.6,40,14,9.6
2013_01_05,11:12:11,32.9,28.2,28.5,83.6,13.6,14,7.8
2013_01_05,11:18:20,32.9,28.2,28.6,84,11.6,14,7.8
2013_01_05,11:24:33,32.9,28.2,28.5,83.6,11,14,8.4
2013_01_05,11:30:42,33.1,28.2,28.9,84.4,82.4,14,8.8
2013_01_05,11:36:53,33.1,28.2,28.4,82.6,79.6,15,11.4
2013_01_05,11:43:02,33.2,28.2,28.8,83.8,14.6,15,9
2013_01_05,11:49:10,33.1,28.2,28.4,82.6,37.4,15,7.4
2013_01_05,11:55:19,33.2,28.2,28.5,82.6,80.8,15,7.2
2013_01_05,12:01:28,33.3,28.2,28.5,82.2,109.2,15,7.2
2013_01_05,12:07:36,33.3,28.2,28.5,82.4,10,12,7.2
2013_01_05,12:13:45,33.5,28.2,28.8,82.6,11.8,13,8.6
2013_01_05,12:19:53,33.5,28.2,28.6,82,82.6,13,7.8
2013_01_05,12:26:01,33.5,28.2,28.4,81.6,79.6,13,6.2
2013_01_05,12:32:10,33.5,28.2,28.6,82,67.8,13,7
2013_01_05,12:38:19,33.5,28.2,28.6,82,18.4,8,5.6
2013_01_05,12:44:27,33.6,28.2,28.6,81.6,37.4,8,0
2013_01_05,12:50:36,33.7,28.2,28.5,81.2,81.4,8,0
2013_01_05,12:56:45,33.8,28.2,28.7,81.2,37.2,8,0
2013_01_05,13:02:53,33.8,28.2,28.5,80.4,145.4,8,0
2013_01_05,13:33:37,34.1,28.2,28.7,80.4,107,2,0
2013_01_05,13:39:46,34.2,28.2,28.7,80.2,13.2,6,2.8
2013_01_05,13:45:55,34.2,28.2,28.6,79.6,66.8,6,0
2013_01_05,13:52:03,34.2,28.2,28.4,79.2,38.2,6,0
2013_01_05,13:58:12,34.2,28.2,28.5,79.4,16.4,6,0
2013_01_05,14:10:29,34.4,28.2,28.6,79.2,19.4,2,0
2013_01_05,14:16:38,34.4,28.2,28.6,79,222,5,0.6
2013_01_05,14:22:47,34.5,28.2,28.7,79,110.2,5,0
2013_01_05,14:28:55,34.6,28.2,28.8,79,84,5,0
2013_01_05,14:53:28,34.7,28.2,28.7,78.4,36.6,4,0
2013_01_05,14:59:37,34.7,28.2,28.7,78.4,39.2,4,0
2013_01_05,15:05:46,34.8,28.2,28.9,78.8,82,7,3.4
2013_01_05,15:11:55,34.8,28.2,29.1,79.2,177.8,7,0
2013_01_05,15:18:03,34.9,28.2,29.3,79.6,83.4,7,0
2013_01_05,15:24:11,35.1,28.1,29.4,79.6,66,7,0
2013_01_05,15:30:21,34.9,28.1,29.1,78.8,82.6,7,0
2013_01_05,15:42:39,34.8,28.1,28.9,78.6,12,1,0
2013_01_05,15:48:47,34.9,28.1,29.1,79,150,1,0
2013_01_05,15:54:56,35,28.1,29.4,79.8,39.4,1,0
2013_01_05,16:01:05,35,28.1,29.2,79.2,150.6,1,0
2013_01_05,16:37:56,35,28.1,29.1,78.8,124.8,2,0
2013_01_05,16:44:05,34.8,28.1,28.9,78.6,26.8,4,0.8
2013_01_05,16:50:16,34.7,28.1,29,79.2,26.8,4,0
2013_01_05,16:56:25,34.6,28.1,28.8,79,26.8,4,0
2013_01_05,18:36:04,34.5,28.1,29.5,81.6,23.8,1,0
2013_01_05,18:42:13,34.4,28.1,29.3,81.2,21.6,1,0
2013_01_05,18:48:22,34.3,28.1,29.1,81,24.6,5,1
2013_01_05,18:54:31,34.2,28.1,29.2,81.6,25.4,5,0
2013_01_05,19:00:39,34.2,28.1,29.2,81.8,33,5,0
2013_01_05,19:19:05,34.2,28.1,29,81,26,1,0
2013_01_05,19:25:13,34.3,28.1,29.2,81.4,9,1,0
2013_01_05,19:31:23,34.3,28.1,29.1,81,9,1,0
2013_01_05,19:55:59,34.3,28.1,29.3,81.6,12,1,0
2013_01_05,20:02:07,34.3,28.1,29.3,81.6,14,1,0
2013_01_05,20:08:16,34.3,28.1,29.5,82.2,15.2,1,0
2013_01_05,20:14:25,34.2,28.1,29.4,82.4,16.4,5,0.2
2013_01_05,20:20:33,34.2,28.1,29.3,82,16.2,5,0
2013_01_05,20:26:42,34.2,28.1,29.2,81.8,16.6,5,0
2013_01_05,20:32:54,34.2,28.1,29.2,81.6,16.4,5,0
2013_01_05,20:39:02,34.2,28.1,29.3,82,16.2,2,0
2013_01_05,20:45:11,34.2,28.1,29.6,82.8,16.2,2,0
2013_01_05,20:51:20,34.3,28.1,29.6,82.6,16.4,2,0
2013_01_05,20:57:28,34.3,28.1,29.7,83,16.2,2,0
2013_01_05,21:03:37,34.3,28.1,29.4,82,22.4,2,0
2013_01_05,21:52:46,34.3,28.1,30.1,84.4,57.6,1,0
